DYG21			
114.72	109.71	109.89	110.59	110.65	110.59	110.41	98.87	98.58	98.18	97.99	98.14	98.21	98.28	98.24	98.24	98.23	98.23	98.29	98.31	98.31	98.34	98.37	98.42	98.46	98.46	98.49	98.48	98.51	98.55	98.62	98.66	98.67	98.69	98.7	98.73	98.75	98.77	98.44	98.86	98.42	98.82	98.81	98.82	98.79	98.84	98.85	98.84	98.78	98.77	98.73	98.76	98.78	98.76	98.41	98.38	98.56	98.85	98.86	98.86	98.86	98.85	98.86	98.85	98.29	98.61	98.47	98.21	98.07	97.98	98.14	98.54	98.64	98.47	98.83	99.22	101.28	101.7	103.22	103.94	109.12	109.75	109.57	109.54	109.05	108.97	114.96																																																													
DYG17								
0	5	7.6	10.3	12	25	28.9	31.5	32.4	33.4	35.4	37.4	38.5	39	40	41	42	43	44	45	46	47	48	49	50	50.7	51.8	52.7	53.7	54.7	55.7	56.7	57.7	59.5	60.8	61.7	62.7	63.7	64.9	66.6	68.2	69.5	71.5	72.6	74.4	76.8	83.2	85.5	89.3	93.8	95.7	96.8	98.3	102.3	106.4	108	108.1	112	116.9	117.4	118.1	121.1																																																																																						
114.36	110.81	110.8	110.94	110.83	100.28	99.68	99.31	99.17	97.86	97.67	98.89	98.77	98.73	98.57	98.36	98.17	97.95	97.8	97.55	97.4	97.44	97.37	97.26	97.14	97.16	97.55	97.37	97.23	97.2	97.15	97.24	97.2	97.06	96.96	96.86	97.13	96.93	97.38	97.61	98.62	98.49	98.8	99.12	100.44	101.38	105.37	107.34	109.84	113.48	113.99	115.25	115.66	116.13	118.5	118.78	118.58	118.68	118.72	120.7	120.7	128.7																																																																																						
DYG16								
0	0.3	0.9	1.1	3.1	6.2	7.7	8.1	9.3	15.9	18.8	19.4	22.2	24.9	28.2	31	34.8	37.5	38.4	39.2	40.5	41.5	42.5	43.5	44.5	45.5	46.5	46.8	47.8	48.6	49.6	50.7	51.7	52.7	53.7	54.7	55.8	56.8	57.9	58.9	60	61	62	63	64	65	66	67	68	69	70	71	72.4	73.8	75.3	78.2	81.8	86.5	91.2	93.7	95.4	97	97.2	100.8	106.4	106.9	107.9	110.9																																																																																
113.36	110.36	110.49	110.8	110.96	110.95	110.29	108.09	108.24	103.12	102.43	101.56	100.03	99.9	99.75	99.72	99.44	99.18	99.18	99.16	99.12	99.12	99.19	99.18	99.15	99.15	99.14	99.17	99.17	99.13	99.13	99.13	99.11	99.09	99.02	98.99	99.03	99.05	99.12	99.15	99.14	99.14	99.14	99.15	99.07	99.11	99.13	99.13	99.13	99.12	99.12	99.14	99.09	99.49	99.53	100.87	103.3	105.48	108.03	109.72	111.06	111.37	111.33	111.11	111.07	112.95	112.95	119.95																																																																																
DYG15																																																																																																																																																			
0	1.1	6.5	8.6	10	12.6	15.4	18	20.6	22.9	25.9	28.7	31.2	32.1	33.2	34.2	35.1	36.2	37.2	38.2	39.1	42.1	43.1	47.2	51.3	54.7	57.9	62.5	67.7	71.7	75.6	76.4	90.4	93.6	94.3	96.4	99.9	104.6	107.4	113.9	117.9	121.5	122.3	124.6	125	125.9	126.3	131.2	132.7																																																																																																			
114.46	110.47	110.84	110.8	99.69	99.63	99.53	99.52	99.43	99.44	99.63	99.66	99.64	99.66	99.49	99.48	99.52	99.66	99.62	99.59	99.66	99.57	99.64	100.02	100.19	100.31	100.45	100.71	100.95	100.94	100.47	100.55	109.14	110.17	110.38	110.43	110.4	110.52	110.69	112.86	112.78	112.73	112.48	111.56	111.09	111.01	111.43	113.03	115.03																																																																																																			
DYG14																																																																																																																																																			
0	0.3	1.5	1.6	3.9	6.7	7.1	8.5	11.1	14.3	17.4	20.2	22.7	25.5	28.8	32.2	36.3	40.2	44.1	48.6	51.7	55.2	58.8	61.3	64.3	67.8	69	71.9	74.5	76.7	81.7	90.3	90.4	90.7	91.1	92.3	96.3	100.8	101.3	102.3	106.4																																																																																																											
114.5	111.48	111.28	111.65	111.77	111.77	111.19	110.95	100.54	100.42	100.39	100.41	100.32	100.33	100.36	100.33	100.39	100.41	100.44	100.53	100.55	100.68	100.82	100.95	100.94	101.03	101.04	102.92	103.45	104.78	110.78	111.26	115.78	115.84	116.07	116.16	116.1	116.01	117.9	117.9	125.9																																																																																																											
DYG13																																																																																																																																																			
0	1	3.5	6.4	8.5	18.3	21.4	24.3	27.5	30.9	34	37.4	40.8	43.7	47	48.4	50.7	52.4	53.4	54.5	55.5	56.2	57.2	58.2	59.7	60.2	61.2	62.2	63.2	64.3	65.3	66.3	66.6	67.3	68.3	69.2	69.8	71.2	72.4	73.9	74.9	76.9	90.7	92.3	92.4	94.8	98.5	101.1	101.9	102																																																																																																		
116.53	112.56	112.81	112.76	112.22	102.46	102.26	102.31	102.25	102.38	102.34	102.17	102.05	101.98	101.69	101.59	101.56	101.51	101.43	101.35	101.32	101.24	101.23	101.15	101.1	101.07	101.01	100.86	100.64	100.39	100.21	100.19	100.22	100.33	100.59	101.3	101.44	101.48	101.44	101.4	101.75	103.44	115.4	115.47	115.34	115.4	115.35	115.47	115.47	124.47																																																																																																		
DYG12																																																																																																																																																			
0	1.1	1.7	2.2	2.2	5.6	8.3	11.6	31.1	32	33	34	34.8	35.4	36.3	37.1	38.2	39	40	41	42	42.6	43.4	44.4	45.2	46.1	46.9	47.8	48.7	49.6	50.6	51.5	52.7	53.8	55	56.2	57.6	58.4	59.3	60.2	61.4	62.7	65.7	68.8	71.3	82.9	85.8	87.9	88.3	89.8	93.3	97	98.7	98.8	99.5	100.3	105.3	111.4																																																																																										
118.13	114.15	113.89	113.98	114.23	114.45	114.32	113.44	101.55	101.43	101.21	101.04	101.23	101.32	100.95	100.96	100.9	100.93	100.93	101.01	101.24	101.34	101.2	101.13	101.19	100.96	100.62	101.58	100.52	100.95	101.25	101.46	101.54	101.42	101.2	101.23	101.51	101.03	101.19	101.44	101.52	101.87	102.19	102.16	102.82	111.29	112.06	113.4	113.4	113.34	113.21	113.09	113.01	113.33	113.49	114.73	116.03	124.03																																																																																										
DYG11																																																																																																																																																			
0	3	6.1	9.4	9.4	11	11.3	32.6	33.4	34.4	35.4	36.4	37.4	38.4	39.4	40.2	40.4	41.2	41.4	42.3	42.4	43.3	44.3	45.4	46.4	47.5	48.5	49.5	50.6	51.6	52.6	53.6	54.7	55.7	56.9	57.9	59	60.1	61.3	62.1	63	65.2	66.4	67.9	70.2	71.8	72.3	88.2	90.3	93.8	96	97.2	100.5	105	108.2	108.8	109.8	109.9																																																																																										
123.49	117.49	117.59	117.57	117.61	117.66	117.48	102.34	102.02	101.81	101.72	101.61	101.57	101.48	101.43	101.38	101.43	101.31	101.33	101.23	101.15	101.18	101.19	101.19	101.14	101.04	100.94	100.83	100.82	100.77	100.75	100.75	100.75	100.8	101.18	101.55	101.89	102.19	100.4	102.34	102.12	103.05	103.05	103.35	103.17	103.38	103.78	115.73	116.61	117.55	117.5	117.29	117.43	117.71	117.56	118.72	118.72	128.72																																																																																										
DYG10																																																																																																																																																			
0	2.8	4.1	6	8.5	11.3	14.6	17.7	20.2	23.2	26.2	28.7	31.7	34.6	37.6	37.7	40.5	41.6	44.9	47.9	51.3	54	56.7	59.8	62.1	64.8	68.1	70.6	73.5	80.4	84.4	85.3	87	89.2	91.1	91.3	93.3	96.1	96.2	96.4	96.5	96.8	96.9	100.7	104.4	108.2	111.9																																																																																																					
108.3	108.2	107.6	107.33	107.26	107.24	107.16	107.29	107.56	107.33	107.36	107.37	107.5	107.65	107.59	108.02	108.05	105.06	104.96	105.32	104.93	104.84	104.86	104.73	104.54	104.34	104.55	104.26	103.7	103.26	103.46	103.59	103.86	104.13	104.5	105.45	108.46	108.4	107.83	107.8	107.19	107.25	107.79	107.79	107.79	107.79	107.79																																																																																																					
DYG9																																																																																																																																																			
0	1.6	3.6	4.2	4.2	5	5.1	8	10.6	13.1	15.6	18.4	20.8	23.4	25.2	28.5	31.2	32.7	34.2	36.1	37.4	39.3	39.8	40.4	41.4	42.4	43.5	44.5	45.5	46.5	47.4	48.5	49.5	50.5	51.5	52.5	53.3	54	54.7	55.8	56.9	58	59	60.1	61.1	62.2	63.2	64.2	65.2	66.2	67.2	69.1	69.9	70.6	71.2	72.1	73.2	74.2	75.2	76.2	76.8	77.3	77.8	78.8	80	81.4	83.2	87	89.8	91.6	94	94.3	94.4	94.6	95	95.1	95.3	95.4	96.4	98.5	102.1	105.1	108.4	110.4																																																																
114.87	114.71	113.63	113.68	113.43	113.44	113.25	113.32	113.27	113.16	113.25	113.35	113.48	113.65	113.89	113.84	113.12	112.52	111.28	110.51	110.59	110.53	106.55	106.56	106.52	106.55	106.35	106.28	106.4	106.5	106.33	106.6	106.53	106.4	106.46	106.49	106.45	106.4	106.43	106.38	106.41	106.4	106.39	106.34	106.27	106.28	106.07	105.48	105.08	104.59	104.35	104.3	104.88	104.94	105.09	105.15	105.19	105.6	106.27	106.59	106.41	106.34	106.24	105.89	106.39	106.34	106.75	106.78	106.87	109.99	109.98	108.79	108.78	108.24	108.27	108.82	108.78	108.61	108.61	108.61	108.61	108.61	108.61	108.61																																																																
DYG8																																																																																																																																																			
0	2.6	5.5	8.4	11.8	14.8	17.8	20.1	22.5	23	24.5	24.9	26.8	27.5	28.9	31.7	34.6	37.8	40.2	43.2	45.4	47.5	49	50.1	50.8	51.5	52.4	53.5	54.8	56	57	57.8	58.7	59.8	61.6	63.1	64.1	64.9	66	67.2	68.2	69.1	70	71	71.9	72.8	73.5	76.3	79.5	83.3	86.4	88.6	89.8	90	90.1	90.4	90.5	90.9	91.5	94.9	99.8	103	106.5																																																																																					
109.7	109.71	109.7	109.68	109.7	109.68	109.7	109.69	109.74	109.41	109.44	111.06	111.04	107.04	107.06	107	107.01	106.86	106.55	106.52	106.5	105.66	105.27	106.39	106.11	105.58	105.35	105.41	105.57	105.72	105.82	105.72	105.65	105.66	105.3	105.01	105.2	105.65	105.74	105.99	106.05	106.35	106.5	106.08	106.33	106.77	107	107.13	107.12	107.15	110.98	110.94	109.32	109.34	108.76	108.75	109.32	109.31	109.19	109.19	109.19	109.19	109.19																																																																																					
DYG7																																																																																																																																																			
0	3.2	6.5	9.4	12.3	16.1	19.2	22.4	25.6	28.3	30.6	30.7	31.1	31.6	32.6	34	37.1	40	42.9	45.9	48.7	49	49.5	49.7	50.2	50.2	52.9	53.5	54.1	54.8	55.8	57	58.6	59.6	60.6	61.9	63	64.3	65.4	66.4	67.5	68.5	70.7	71.8	72.8	73.8	75	76.1	77.1	78.1	79.2	80.2	81.2	82.4	83.5	84.6	85.3	86.3	87.3	88.4	89.4	90.4	91.4	92.6	93.6	94.6	95.8	96.9	97.2	100.1	103.2																																																																													
110.23	110.06	110.11	110.04	110.06	110.02	110.04	110.03	110.03	110.09	110.05	110.46	110.43	109.76	112.38	112.78	112.76	112.72	112.58	112.46	112.23	112.03	112.08	112.61	112.71	112.57	112.73	109.54	108.64	108.64	108.66	108.4	108.31	108.14	108.2	108.27	108.45	108.17	108	107.87	107.73	107.97	107.82	108.02	107.89	107.75	107.09	106.72	106.43	106.41	106.44	106.28	106.18	106	105.86	105.75	105.69	105.77	105.88	106.27	106.75	107.35	107.58	106.95	107.44	107.71	107.87	108.44	109.54	113.54	121.54																																																																													
DYG6																																																																																																																																																			
0	3.6	6.7	9.6	12.8	15.5	17.8	19.6	21.5	23.1	25.9	26.5	26.6	28.2	29.4	30.6	31.7	32.7	33.9	35	36.1	37.4	38.6	39.6	40.7	41.9	43.1	44.1	45.2	46.3	47.3	48.3	49.3	50.2	51.3	51.9	52.8	53.8	54.7	55.8	56.9	58	59	60.1	61.1	62.3	63.4	64.4	65.6	66.6	67.6	68.6	69.7	70.7	71.7	72.9	73.2	73.9	76.5	78.7	82.1	82.5	84.3	84.5	84.7	84.8	84.9	85.1	87.6	90.8	93.9	97.2	100.1																																																																											
112.7	112.78	112.72	112.74	112.65	112.72	112.44	111.58	111.07	110.32	110.12	109.5	109.13	108.81	108.58	108.47	108.42	108.36	108.39	108.31	108.28	108.24	108.19	108.18	108.16	108.11	108.15	108.19	108.24	108.31	108.3	108.36	108.34	108.34	108.38	108.42	108.4	108.43	108.39	108.43	108.45	108.5	108.55	108.57	108.64	108.71	108.75	108.78	108.82	108.9	108.97	109.01	109.03	109.1	109.03	108.92	109.19	110.02	110.06	110.01	110.71	112.22	112.2	111.24	111.26	111.66	111.65	111.44	111.44	111.44	111.44	111.44	111.44																																																																											
DYG5																																																																																																																																																			
0	4	6.5	9	12	14.7	17.4	20.8	22.9	24.5	24.9	25.3	28.6	35.4	35.7	37	38	38.7	39.6	40.5	41.5	42.5	43.7	44.7	45.7	46.7	47.7	48.8	49.6	50.5	51.5	52	52.5	52.8	53.6	54.4	55.4	56.3	57.2	58.9	61.6	65	68.4	71.9	73.2	74.8	77.7	80.6	83.4	86.2	87.5	90.8	92.7	97.2	101.9	103	104.7	107.9	116.8	121	123.8	126.9	130.8	135	141	142.2	147.3																																																																																	
118.7	117.48	116.48	116.25	116.3	116.23	116.14	116.08	114.99	115.37	115.18	112.72	112.8	112.16	111.56	111.28	111.25	110.96	111.08	110.83	110.77	110.96	110.88	111.05	110.84	110.96	111.07	111.26	111.29	111.26	111.26	111.24	111.26	111.25	111.25	111.26	111.37	111.26	111.28	111.42	111.33	111.36	111.34	111.38	111.2	111.3	111.3	111.35	111.38	111.56	111.51	112.3	112.59	112.87	112.64	112.74	113.21	113.16	113.41	113.33	113.43	116.46	116.73	117.29	118.3	119.04	119.77																																																																																	
DYG4																																																																																																																																																			
0	0.1	1.2	1.7	3.7	6.8	9.8	12.3	15.1	18.3	20	21.3	22.3	23.8	24.4	25.3	28.6	31.2	34.1	37.1	39.6	42.6	45.5	46.9	47.7	50.1	51.1	52	53	54	55	56.2	57.2	58.2	59.2	60.2	61.3	62.4	63.4	64.4	65.5	66.5	67.5	68.5	69.5	70.5	71.6	72.5	72.9	74.9	79																																																																																																	
118.93	115.92	115.89	115.24	115.19	115.11	115.09	115.14	115.87	116.23	116.35	117.14	117.02	115.8	115.73	113.69	113.62	113.3	113.15	112.85	112.72	112.24	111.92	111.68	111.47	111.08	110.91	110.57	110.34	110.08	109.86	109.49	109.1	108.87	108.68	108.27	107.9	107.73	107.39	107.45	107.51	107.56	107.71	107.8	108.43	108.52	110.07	110.23	111.68	114.88	119.89																																																																																																	
DYG3																																																																																																																																																			
0	2.7	5	8	11	13.3	16.1	19.9	20.1	22.4	23	26.3	28.7	29.7	32.1	34.7	37.4	40.5	42.8	45.5	48.4	51	52.3	52.6	53.2	53.3	57.4	57.8	59.4	60.3	61.3	62.3	63.4	64.4	65.4	66	66.3	67.1	68.2	69.2	70.2	71.3	72.3	73.3	74.5	75.5	76.4	77.3	79.6	84.4	88.7	92.5	95	97.2	99.1	99.9	100.9	101.5	103.2	104	105.3	105.3	108.5	111.1	115.4	116.9	121.7	129.7	130.4	133	135.9	138.6	141.6	145.4																																																																										
113.16	113.14	113.18	113.2	113.24	113.38	113.11	115.84	115.81	114.53	114.17	117.5	117.49	117.06	117.06	117.12	117.19	117.22	117.25	117.26	117.25	117.19	117.34	113.88	113.6	113.32	113.02	112.18	112.13	112.16	112.11	111.9	111.7	111.35	111.1	110.93	110.94	110.94	111.04	111.29	111.39	111.21	111.43	111.72	112.15	112.15	112.16	112.16	112.36	112.4	112.43	112.5	112.61	112.68	112.85	113.08	113.1	115.79	115.86	116.2	116.45	116.64	116.66	116.65	124.45	124.68	124.57	124.75	124.73	124.73	124.73	124.73	124.73	124.73																																																																										
DYG2																																																																																																																																																			
0	2.9	6.1	9.5	12.5	15.5	18.4	21.4	21.6	24.4	24.8	27.7	30.8	33.8	36.6	38.9	41.6	43.2	45.2	48.1	50.9	54.1	56.1	57.7	59.8	61.8	64.1	66.7	67.6	68.7	71.1	73.8	74.7	76.2	78.1	78.4	79.1	79.6	81.6	84.4	87	90.4	94.6																																																																																																									
115.38	115.34	115.32	115.52	115.43	115.52	115.36	115.49	115.72	115.71	115.36	115.05	115.06	115.24	115.53	114.31	114.13	112.64	112.36	112.34	112.25	112.22	112.23	112.23	112.23	112.23	112.23	112.57	112.67	113.14	113.12	113.19	113.38	117.11	117.07	116.02	115.89	115.41	115.41	115.41	115.41	115.41	115.41																																																																																																									
DYG1																																																																																																																																																			
0	3.6	7	10.2	13	16.3	19.7	22.8	26.2	29.2	32	34.9	35.2	35.7	36	38.3	38.7	41.8	45.1	48.1	53.9	56.2	57.5	59.8	63.4	66.8	69.5	72.5	75.1	75.6	77.1	78	80	83.8	86.9	87.9	90.8	91.6	92.5	94.8	95	96.9	97.2	99.6	102	106.6	110.7	114.7																																																																																																				
116.27	116.22	116.43	116.33	116.22	116.25	116.34	116.28	116.2	116.28	116.31	116.35	116.35	116.42	117.36	117.35	115.68	115.75	114.32	114.33	113.83	112.83	112.78	112.63	112.71	112.75	112.72	112.5	112.5	112.49	112.81	113.32	113.32	113.53	114.59	114.71	114.78	114.88	117.59	117.61	116.92	116.98	116.41	116.4	116.4	116.4	116.4	116.4																																																																																																				
